"","snp","chr","pos","p"
"3698","rs223956754",1,151953861,0.0343322928218344
"3699","cfw-13-12065175",13,12065175,0.0343445375838289
"3700","rs51709177",14,74950136,0.0343532505934193
"3701","cfw-11-10505799",11,10505799,0.0343547287978352
"3702","cfw-3-40469791",3,40469791,0.0343589357576456
"3703","rs213400662",12,93033630,0.0343625015053884
"3704","rs31228085",1,152019427,0.0343849618978804
"3705","rs48972031",12,112599434,0.034406512839831
"3706","rs49543201",17,76205706,0.0344104183393123
"3707","rs221868746",14,10249100,0.0344245086184849
"3708","rs50429416",17,47382985,0.0344402116961755
"3709","rs255688467",14,112950157,0.0344644351432545
"3710","cfw-2-93808281",2,93808281,0.0344752149978091
"3711","cfw-7-139407999",7,139407999,0.0344769007743971
"3712","rs31999848",8,125536430,0.0344771316083247
"3713","rs217612545",11,61633514,0.0344821098410754
"3714","rs47265350",11,35814927,0.0344822059314171
"3715","rs108294369",17,3883977,0.0344840287743872
"3716","rs46117568",18,56306583,0.0344915693504655
"3717","cfw-2-142539468",2,142539468,0.0345248670925099
"3718","rs229154441",11,48134163,0.0345444542754838
"3719","rs247634262",14,98366257,0.0345460814192398
"3720","rs225150616",5,118055405,0.03455883257467
"3721","rs246703990",1,151516527,0.034558872840037
"3722","rs228942596",11,112415205,0.0345807025112806
"3723","cfw-14-100662728",14,100662728,0.0345867983015876
"3724","rs47782477",2,105393819,0.0345882482177868
"3725","cfw-12-117882324",12,117882324,0.0345928193753446
"3726","rs240249034",2,125141247,0.0346121315699149
"3727","cfw-17-75438836",17,75438836,0.0346388069562973
"3728","cfw-19-6849858",19,6849858,0.0346407125614514
"3729","rs51479643",17,91778668,0.0346720697544655
"3730","cfw-18-71238582",18,71238582,0.0346857731930535
"3731","rs32822211",4,47050407,0.0346918277728811
"3732","rs30802484",1,131057058,0.0346960500395175
"3733","rs28250897",11,79436617,0.0346976403331422
"3734","rs252935948",3,34691607,0.0347185792929233
"3735","rs32444252",15,86377327,0.0347189019549467
"3736","rs47143425",14,98049581,0.0347555997836156
"3737","rs33811047",1,177666088,0.0347630126959055
"3738","rs246982306",1,153280565,0.0347754981653903
"3739","rs36684881",6,99125208,0.0348334446102012
"3740","cfw-5-76809663",5,76809663,0.0348450918150635
"3741","rs38495581",9,35535213,0.034853516231883
"3742","rs32233576",1,114327440,0.0348627756304868
"3743","rs47018848",17,34934450,0.034914479233156
"3744","rs48849489",10,127303341,0.0349203896562855
"3745","rs212645674",14,101456170,0.0349247381241169
"3746","rs221374040",17,17343177,0.0349267273795102
"3747","rs229471604",10,124702489,0.0349280988459529
"3748","rs219925852",12,117628802,0.0349363716731639
"3749","rs250492645",11,60019375,0.0349386364507941
"3750","rs33654152",17,3516078,0.0349408885027588
"3751","rs108829453",17,45823374,0.0349489469956249
"3752","rs36307729",18,59603829,0.034958067454657
"3753","rs29764037",2,45925111,0.0349582594392244
"3754","rs30378082",9,94629641,0.034964121379998
"3755","rs29205707",12,11150109,0.0349835966814783
"3756","rs32614890",12,79947711,0.0349877423140729
"3757","rs31827729",8,124005435,0.0349950024926827
"3758","rs3165809",11,5070157,0.0350007775994111
"3759","rs46955268",2,27827914,0.0350073032290004
"3760","rs229682087",2,95812500,0.0350148303847173
"3761","cfw-12-42109879",12,42109879,0.0350238342054629
"3762","cfw-12-93030669",12,93030669,0.0350258825389993
"3763","rs29619442",3,4502621,0.0350437502941599
"3764","rs48000348",17,35355376,0.0350654116715073
"3765","rs30854765",11,99370566,0.0350709699207645
"3766","cfw-5-22253674",5,22253674,0.035076889247233
"3767","rs219013388",12,59055136,0.0350994436577616
"3768","rs50178030",15,86508506,0.0351158835799303
"3769","cfw-2-70289291",2,70289291,0.0351273771272952
"3770","rs31769733",1,153793463,0.0351335892740336
"3771","rs27862838",4,44635224,0.035135633450927
"3772","rs39214539",18,68140912,0.0351442331024249
"3773","rs50684837",8,47425653,0.0351455083178945
"3774","rs29821403",5,41312419,0.0351523364714761
"3775","rs28200944",4,100902903,0.0351542776879106
"3776","rs259127290",6,144750716,0.0351763619659764
"3777","rs31219852",1,152173869,0.0351790517657927
"3778","rs229234498",12,105658575,0.0351843866975878
"3779","rs223971403",9,98174173,0.0351861820406594
"3780","rs245806333",6,146242642,0.0352125535557309
"3781","rs46634478",2,144773950,0.035226669667578
"3782","rs49855650",8,91818446,0.0352372728001241
"3783","rs3156416",19,45616035,0.0352419033998307
"3784","rs29677730",18,30783966,0.0352444307319904
"3785","rs212343331",14,99026916,0.0352583824712427
"3786","rs262204158",8,72361179,0.035265042722245
"3787","cfw-15-97448911",15,97448911,0.0352669261450022
"3788","rs255004147",1,152402799,0.0352891974689164
"3789","rs47876530",9,101925812,0.0353534622584129
"3790","rs47520943",12,16484242,0.0353572613323858
"3791","rs216575272",6,124381949,0.0353712463224307
"3792","cfw-11-106435431",11,106435431,0.0353950424855014
"3793","rs215383260",12,89264052,0.0354378511154913
"3794","rs254454421",17,89025979,0.0354572051017413
"3795","cfw-1-40100086",1,40100086,0.0354730948113457
"3796","rs47036591",12,84805580,0.0354875220531032
"3797","rs251253930",3,115285435,0.0354916049083372
"3798","cfw-12-65095816",12,65095816,0.0354964250421874
"3799","rs255354888",13,16622468,0.0354991640240288
"3800","rs26971748",11,58968765,0.0355071696712835
"3801","rs27034971",11,101980866,0.035524044708743
"3802","rs32506303",14,104645119,0.0355442373530013
"3803","rs258854744",11,59931076,0.0355468682398879
"3804","rs32387580",14,100149212,0.035558669273262
"3805","rs248849410",3,105198961,0.0355657318479392
"3806","cfw-15-43979877",15,43979877,0.0355667282984516
"3807","rs29977704",6,8748338,0.03556898416982
"3808","rs29478495",11,99837717,0.0355953702374159
"3809","rs36627732",19,28302175,0.0356060370738036
"3810","cfw-3-70414277",3,70414277,0.0356131654724738
"3811","rs50990170",7,19768661,0.03563452952261
"3812","rs48931360",18,56762534,0.0356437976011494
"3813","rs265218408",2,29629698,0.0356491511617589
"3814","rs32441556",1,184562625,0.0356686871382596
"3815","rs29132798",12,40702629,0.035676395418113
"3816","rs46623600",17,89577336,0.0356768655602897
"3817","rs27804236",4,47043518,0.0357008414730762
"3818","cfw-12-41424498",12,41424498,0.0357233323903465
"3819","cfw-1-167191361",1,167191361,0.0357372097595707
"3820","rs255018301",6,86942828,0.0357423332807901
"3821","rs48154399",15,58478588,0.0357503599590902
"3822","rs26823505",11,18162876,0.0357622901762909
"3823","rs36758830",18,78343853,0.0357627918011223
"3824","rs49108337",11,30245590,0.0357663082582564
"3825","rs231858973",1,185233922,0.0357722333108498
"3826","rs258135901",9,101912323,0.0357799071046671
"3827","rs263125445",13,6689986,0.0357936188880569
"3828","rs3141381",5,137382612,0.035795476991731
"3829","rs51780066",1,135263985,0.0358036180615183
"3830","rs31312184",14,78882395,0.0358099761663309
"3831","rs33658885",17,3503167,0.0358168603625286
"3832","rs253967922",5,41450182,0.0358202001751734
"3833","rs46922261",12,14186399,0.0358774106289909
"3834","rs32477518",15,11918117,0.0358828487783972
"3835","rs48758493",13,117570852,0.0358836580725895
"3836","rs36954331",8,88322590,0.0358870673366433
"3837","rs47295114",17,10809435,0.0359196320761478
"3838","rs49333276",15,86150953,0.0359200407394176
"3839","rs31469381",5,67064690,0.0359215775699966
"3840","rs47462558",13,116210672,0.0359312049051304
"3841","cfw-18-72923479",18,72923479,0.0359343639553183
"3842","rs46710264",1,168583276,0.0359399168120493
"3843","rs48317808",8,34595669,0.0359448064139569
"3844","rs33557914",3,20012781,0.035949557148472
"3845","cfw-1-191091912",1,191091912,0.0359606806617952
"3846","rs32354984",5,146697657,0.0359885214076706
"3847","rs231546861",1,38944473,0.0360404270004695
"3848","rs259588287",9,91117291,0.0360445125883808
"3849","rs262326582",5,103897082,0.0360477256895248
"3850","rs249613217",4,110048171,0.0360681368205973
"3851","cfw-12-105547669",12,105547669,0.0361154028201633
"3852","rs47975384",17,72410007,0.0361186610368378
"3853","rs46492719",4,139839103,0.0361220973996627
"3854","rs33202749",2,105649156,0.0361301503221797
"3855","rs33276803",8,77581499,0.0361445788991291
"3856","rs33631638",17,86608286,0.0361597682301641
"3857","rs221292390",12,92490613,0.036168160140749
"3858","cfw-12-65083982",12,65083982,0.0361718468574096
"3859","rs260391959",2,132583408,0.0361851404318794
"3860","rs223984660",15,6322503,0.0361890483926803
"3861","rs242698810",9,101911698,0.0362140417629721
"3862","rs224820968",4,44371309,0.0362413037301213
"3863","rs216258873",17,14147870,0.0362824770412053
"3864","cfw-17-34655438",17,34655438,0.0362844093400658
"3865","rs31174862",1,152840027,0.0362925042937257
"3866","rs241133900",6,129186772,0.0363181668543021
"3867","rs238183736",12,57074105,0.036325393168139
"3868","rs224666107",9,29719331,0.0363310168135613
"3869","rs30812158",19,44746573,0.036337486750018
"3870","rs256387510",8,124376940,0.0363418297473011
"3871","rs259133526",11,108899899,0.0363534106039762
"3872","rs49695774",15,76442611,0.0363613697880941
"3873","rs32279271",15,94148980,0.0363775603950686
"3874","rs237382403",14,112950156,0.0363821270116331
"3875","rs51871942",15,36195974,0.0363856939605049
"3876","cfw-4-13750034",4,13750034,0.0363861561142335
"3877","rs242762187",11,25140564,0.0364001938800827
"3878","rs30855762",1,179669043,0.0364804285377804
"3879","rs32767613",1,193712764,0.0364852896057454
"3880","rs26876933",11,32330538,0.0364964764757501
"3881","rs33583112",6,17888321,0.0365012985013849
"3882","rs258572650",16,52667603,0.0365025904062693
"3883","rs216829465",6,41527611,0.0365075964681213
"3884","rs253623843",5,27839826,0.0365156264466086
"3885","rs36595803",6,112065062,0.0365294189547152
"3886","rs232568343",17,25087481,0.0365597598667196
"3887","rs32604795",1,74327888,0.0365611317569676
"3888","rs28317707",4,83229136,0.0365634362479324
"3889","rs217677333",17,47383200,0.0365823553665498
"3890","rs33624678",9,36404573,0.036595398213638
"3891","rs240611542",6,137793256,0.0365995051017314
"3892","rs257852234",12,92490692,0.0366119133163564
"3893","rs218126779",5,42020051,0.0366315831722747
"3894","rs255304201",3,114580515,0.0366370182532332
"3895","rs30761622",6,49155181,0.0366376931065788
"3896","rs216968162",17,75715092,0.0366387882163501
"3897","rs31464283",14,86823803,0.0366509582791167
"3898","rs250698588",1,130173207,0.0366687111101584
"3899","rs31190220",1,152568046,0.036676033881812
"3900","rs29180224",12,62939136,0.036681388309669
"3901","rs46287418",9,48216817,0.0366835384194185
"3902","cfw-17-35472477",17,35472477,0.0366934021666924
"3903","rs251382400",9,110082638,0.0367002354130497
"3904","rs31822566",1,154040996,0.036706571790698
"3905","rs27004748",11,109480667,0.0367175058106448
"3906","rs28187803",11,39549490,0.0367319033362595
"3907","cfw-6-43529737",6,43529737,0.036738563131935
"3908","rs33434657",5,43899130,0.0367394011808275
"3909","cfw-13-100215534",13,100215534,0.0367416950787794
"3910","rs108915751",17,47400053,0.0367442853370356
"3911","rs27358222",2,103654910,0.0367491084968873
"3912","rs29444776",11,29254823,0.0367525971612674
"3913","rs238488629",2,103706244,0.0367532945691521
"3914","rs27523410",4,129917255,0.0367612040659883
"3915","rs38910742",15,35660337,0.0367626960705213
"3916","rs31761654",15,86135193,0.0367913810104913
"3917","rs39163525",5,64367876,0.0367940914644602
"3918","rs227507532",9,67871477,0.0368070382802267
"3919","rs27568863",4,123371678,0.0368254576106411
"3920","rs6303903",11,36550059,0.0368311145890789
"3921","rs255861096",13,48857547,0.0368424398341749
"3922","rs230229491",12,28710669,0.0368544220865627
"3923","rs48574161",5,24752715,0.0368801839244373
"3924","rs49836479",11,60321769,0.0368911320082674
"3925","rs29560668",5,43824936,0.0368953491670093
"3926","rs30569446",8,127543312,0.0369074527257281
"3927","rs28275762",4,131102291,0.0369285480242252
"3928","rs27184147",2,23681427,0.0369323344452161
"3929","rs27023933",11,97037332,0.0369464365341186
"3930","cfw-2-157792644",2,157792644,0.0369478675698756
"3931","rs266174369",17,34816240,0.0369648561043762
"3932","rs31560720",18,29595772,0.0369740493469916
"3933","cfw-15-10225289",15,10225289,0.0369939103661628
"3934","cfw-5-122915807",5,122915807,0.0370183087518785
"3935","rs36752361",6,43493471,0.0370228204593421
"3936","rs223669984",7,82312933,0.0370263993046298
"3937","rs48391438",11,86795410,0.0370746307956421
"3938","cfw-2-18013874",2,18013874,0.037102338078525
"3939","rs29871192",6,48927759,0.0371181181642467
"3940","cfw-18-84006320",18,84006320,0.0371366915783365
"3941","rs4138690",11,98167298,0.0371392494626168
"3942","rs242139900",7,16844082,0.0371586146871669
"3943","rs47568652",4,47015823,0.0371658503156823
"3944","rs51185619",19,6524620,0.0371683555875218
"3945","rs237353754",19,35751076,0.0372262235293299
"3946","cfw-2-25215816",2,25215816,0.0372310161065585
"3947","rs31110312",15,64267021,0.0372311740599893
"3948","rs46656248",6,146795302,0.0372371476054366
"3949","rs38075640",1,179064236,0.0372466806235203
"3950","rs252538032",5,25062989,0.0372507095984432
"3951","rs27561774",4,138274449,0.0372918175987424
"3952","rs217511370",11,119971449,0.0372963486381233
"3953","rs228558191",12,61871950,0.0373039194768688
"3954","rs37420793",8,77372275,0.0373136537362592
"3955","rs33570398",6,17669684,0.0373521210541064
"3956","rs33652128",17,3882974,0.0373571809424682
"3957","rs32737799",4,118799964,0.0373654709496195
"3958","rs30429697",9,68045194,0.0373661238605947
"3959","rs33449804",12,112577845,0.0373740017360629
"3960","rs230864899",2,93488992,0.0373776606214254
"3961","cfw-19-7113870",19,7113870,0.0373783255466917
"3962","rs37280045",15,88117199,0.0373806750158404
"3963","rs33325621",5,32282700,0.0373832151502898
"3964","rs27320326",2,158208836,0.0373927016505869
"3965","rs36434583",10,31593367,0.0374139318515437
"3966","rs26899007",11,4278292,0.0374237080447023
"3967","rs45661306",17,76313180,0.0374249078150238
"3968","rs240937441",11,28272090,0.0374293647744081
"3969","rs33559288",17,89597138,0.0374363346932362
"3970","rs29344742",10,12864221,0.0374451501831524
"3971","rs227930789",18,57309520,0.0374603262518247
"3972","rs47807745",19,6669245,0.037461129561218
"3973","rs50010701",8,124548387,0.0374695105061699
"3974","rs27362758",2,103881281,0.0374728072229734
"3975","rs243992910",11,49061471,0.0374737341286981
"3976","rs13480622",10,60966982,0.0374778872199146
"3977","rs30812603",6,86075049,0.0374833430313241
"3978","rs49442715",17,89597087,0.0374910749311869
"3979","rs29859856",2,179802001,0.0375005113606788
"3980","cfw-6-120210540",6,120210540,0.0375057019799123
"3981","rs36801782",5,25044880,0.0375238523907103
"3982","rs231532998",6,147091346,0.0375350692863513
"3983","rs255374645",1,179070276,0.0375357365549452
"3984","rs46898148",12,114481942,0.0375504649546503
"3985","rs27826302",4,43982555,0.0376034836792982
"3986","rs231923215",7,73407800,0.0376161468836842
"3987","cfw-4-141519151",4,141519151,0.0376222973662318
"3988","rs48709676",5,23099387,0.037632512595461
"3989","cfw-2-155634114",2,155634114,0.0376338006371877
"3990","rs260866939",2,133113930,0.0376485743874779
"3991","rs237083404",2,93214230,0.0376552254568958
"3992","rs242673822",6,82067146,0.0376689043211613
"3993","cfw-2-106660771",2,106660771,0.0376725606592797
"3994","rs31646035",1,24835985,0.0376935121359842
"3995","rs3659038",6,94549310,0.0377069845573647
"3996","rs224442819",1,89812771,0.0377106521236746
"3997","rs37931064",6,143840857,0.0377132505959196
"3998","rs30156787",3,52987467,0.0377273015802538
"3999","rs225978267",13,110986103,0.0377292340278753
"4000","rs261719238",1,151854533,0.0377460117382764
"4001","rs32337199",15,86486413,0.0377473437699008
"4002","rs31866334",7,144260721,0.0377531418814515
"4003","rs218635829",17,88999428,0.0377554656242476
"4004","rs40185521",18,59356275,0.037763325569113
"4005","cfw-6-145287698",6,145287698,0.0377689987875533
"4006","cfw-9-94418208",9,94418208,0.0377718186764516
"4007","rs48376486",5,127232048,0.0377770197511177
"4008","rs30452804",19,40298885,0.0377780716750917
"4009","rs257647543",19,7175480,0.0377886902505412
"4010","rs242475284",15,85483500,0.0377898668602596
"4011","rs31823797",7,19938495,0.0377985223058895
"4012","rs249680891",11,96509127,0.0378034768856361
"4013","rs45995636",1,153655956,0.0378069444373423
"4014","rs30460828",14,36875442,0.0378242437298836
"4015","rs31159017",19,6246474,0.0378251040588965
"4016","cfw-13-77812976",13,77812976,0.0378341457794421
"4017","rs36527474",3,98280986,0.0378357720198817
"4018","rs33374908",17,25668983,0.0378474968089683
"4019","rs46307060",12,30424296,0.0378478000864825
"4020","rs46353131",11,99665537,0.0378479230940178
"4021","rs45681657",14,90971264,0.0378739396744135
